Data;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31
01/10/1980;26,3;25,8;24,8;22,33;20,92;19,98;19,51;19,98;25,8;26,8;27,3;28,34;27,8;27,3;26,3;24,3;22,8;21,86;22,8;28,88;31,58;32,12;31,58;31,04;33,2;32,66;33,76;37,68;33,2;32,12;31,58
01/11/1980;31,58;27,8;25,8;23,8;22,8;21,86;25,8;24,8;26,8;29,96;31,04;32,12;34,32;36,56;32,12;26,3;23,8;19,04;18,1;17,22;16,34;15,46;15,02;17,22;17,22;17,22;16,78;16,34;16,34;14,58;
01/12/1980;14,14;13,7;20,92;44,8;59,81;61,82;58,47;49,92;40,6;38,8;34,32;28,88;38,8;33,2;31,04;29,96;27,8;25,8;23,8;32,12;59,81;164;335,8;209,6;146,8;123,8;117,2;113,6;124,6;132,4;121,4
01/12/1983;8,4;11,75;12,14;12,14;10,97;10,58;10,19;10,19;9,8;9,8;9,8;10,58;17,22;19,04;19,98;22,8;32,12;40;53,84;130,6;148,6;128,8;97,32;79;67,38;48,64;43,6;36,56;31,04;55,16;74,62
01/01/1989;14,36;16,78;17,22;18,1;25,3;60,48;53,84;48,32;47,04;51,53;51,53;48,96;40,9;27,55;23,05;30,5;27,05;22,8;22,095;19,04;18,1;17,66;17,44;18,805;23,3;27,05;29,42;35,72;46,4;53,51;60,145
01/02/1989;67,38;106,4;142,3;84,625;56,81;49,6;37,68;30,77;24,05;22,8;19,04;16,78;19,51;22,8;23,8;27,05;27,8;27,05;26,05;29,69;47,36;128,8;177;192;168,95;151,75;136,45;86,5;;;
01/03/1989;49,6;47,04;43,9;41,8;38,52;31,85;27,3;22,33;19,98;17,88;16,56;19,745;25,05;26,55;24,55;23,8;24,05;23,8;22,095;20,45;16,78;15,46;16,12;17;17,44;16,34;15,46;15,24;15,46;16,56;17,44
01/04/1989;22,33;17,88;19,04;20,215;20,92;19,745;18,335;17,22;15,9;16,34;17;18,1;19,04;19,275;18,805;17,88;16,78;16,12;16,34;15,68;15,46;15,68;14,14;15,02;15,24;14,14;13,31;14,8;17;18,805;
01/05/1989;18,335;20,685;23,55;32,39;91,505;118,55;85,75;50,56;40,6;33,2;31,58;30,77;28,88;26,3;26,3;24,05;23,05;21,86;20,45;19,51;17,88;17,44;16,56;15,68;15,24;14,58;13,7;12,725;12,335;11,75;11,36
01/06/1989;10,58;9,625;9,1;8,75;9,275;10,385;11,36;12,14;13,115;14,8;16,34;17,22;16,56;16,12;15,46;14,36;12,725;10,385;9,625;8,575;8,05;8,4;8,75;8,75;9,275;10,19;10,97;11,75;12,335;13,115;
01/07/1989;13,92;14,58;15,46;16,12;17;17,88;17,88;16,78;16,12;15,46;14,36;13,7;12,92;12,14;12,14;11,75;11,555;11,36;10,97;10,775;10,58;10,19;9,995;9,625;9,275;11,165;19,04;58,805;50,56;41,5;51,2
